day,time,src,dst,relation
0.0,0.0,1,16,2
0.0,0.0,1,20,2
0.0,0.0,1,19,2
0.0,0.0,1,18,2
0.0,0.0,1,17,2
0.0,0.0,1,26,2
0.0,0.0,1,25,2
0.0,0.0,1,24,2
0.0,0.0,1,23,2
0.0,0.0,1,22,2
0.0,0.0,1,27,2
0.0,0.0,1,28,2
0.0,0.0,1,35,2
0.0,0.0,1,34,2
0.0,0.0,1,33,2
0.0,0.0,1,31,2
0.0,0.0,1,32,2
0.0,0.0,1,29,2
0.0,0.0,1,30,2
0.0,0.0,1,45,2
0.0,0.0,1,43,2
0.0,0.0,1,44,2
0.0,0.0,1,42,2
0.0,0.0,1,40,2
0.0,0.0,1,41,2
0.0,0.0,1,39,2
0.0,0.0,1,38,2
0.0,0.0,1,37,2
0.0,0.0,1,36,2
0.0,0.0,2,1,1
0.0,0.0,2,1,1
0.0,0.0,2,1,1
0.0,0.0,2,1,1
0.0,0.0,3,1,1
0.0,0.0,3,1,1
0.0,0.0,3,1,1
0.0,0.0,3,1,1
0.0,0.0,4,1,1
0.0,0.0,4,1,1
0.0,0.0,4,1,1
0.0,0.0,4,1,1
0.0,0.0,5,1,1
0.0,0.0,5,1,1
0.0,0.0,5,1,1
0.0,0.0,5,1,1
0.0,0.0,6,1,1
0.0,0.0,6,1,1
0.0,0.0,6,1,1
0.0,0.0,6,1,1
0.0,0.0,7,1,1
0.0,0.0,7,1,1
0.0,0.0,7,1,1
0.0,0.0,7,1,1
0.0,0.0,8,1,1
0.0,0.0,8,1,1
0.0,0.0,8,1,1
0.0,0.0,9,1,1
0.0,0.0,9,1,1
0.0,0.0,10,1,1
0.0,0.0,10,1,1
0.0,0.0,10,1,1
0.0,0.0,10,1,1
0.0,0.0,11,1,1
0.0,0.0,11,1,1
0.0,0.0,11,1,1
0.0,0.0,11,1,1
0.0,0.0,12,1,1
0.0,0.0,12,1,1
0.0,0.0,12,1,1
0.0,0.0,12,1,1
0.0,0.0,13,1,1
0.0,0.0,13,1,1
0.0,0.0,13,1,1
0.0,0.0,13,1,1
0.0,0.0,13,40,1
0.0,0.0,14,1,1
0.0,0.0,14,1,1
0.0,0.0,14,1,1
0.0,0.0,14,1,1
0.0,0.0,15,1,1
0.0,0.0,15,1,1
0.0,0.0,15,1,1
0.0,0.0,15,1,1
0.0,0.0,21,1,1
0.0,0.0,21,1,1
0.0,0.0,35,157,2
0.0,0.0,35,161,2
0.0,0.0,35,162,2
0.0,0.0,35,160,2
0.0,0.0,35,159,2
0.0,0.0,35,158,2
0.0,0.0,35,168,2
0.0,0.0,35,167,2
0.0,0.0,35,166,2
0.0,0.0,35,164,2
0.0,0.0,40,52,2
0.0,0.0,40,53,2
5.0,0.0,40,40,5
0.0,0.0,41,50,2
0.0,0.0,41,49,2
0.0,0.0,41,48,2
0.0,0.0,41,47,2
0.0,0.0,46,41,1
0.0,0.0,46,41,1
363.0,78900000.0,49,49,4
366.0,47586000.0,49,49,4
0.0,0.0,51,40,2
0.0,0.0,51,40,1
0.0,0.0,51,40,1
373.0,56428000.0,52,52,4
373.0,57039000.0,52,52,4
373.0,57629000.0,52,52,4
0.0,0.0,54,51,1
0.0,0.0,54,51,1
0.0,0.0,54,51,1
0.0,0.0,54,51,1
0.0,0.0,54,51,1
0.0,0.0,54,51,1
0.0,0.0,54,51,1
0.0,0.0,55,66,2
0.0,0.0,55,65,2
0.0,0.0,55,64,2
0.0,0.0,55,70,2
0.0,0.0,55,69,2
0.0,0.0,55,68,2
0.0,0.0,55,67,2
0.0,0.0,55,75,2
0.0,0.0,55,76,2
0.0,0.0,55,74,2
0.0,0.0,55,51,2
0.0,0.0,55,73,2
0.0,0.0,55,72,2
0.0,0.0,55,71,2
0.0,0.0,55,51,1
0.0,0.0,55,51,1
0.0,0.0,55,51,1
0.0,0.0,55,51,1
0.0,0.0,55,51,1
0.0,0.0,55,51,1
0.0,0.0,55,51,1
0.0,0.0,56,63,2
0.0,0.0,56,51,1
0.0,0.0,56,51,1
0.0,0.0,56,51,1
0.0,0.0,56,51,1
0.0,0.0,56,51,1
0.0,0.0,56,51,1
0.0,0.0,56,51,1
0.0,0.0,57,51,1
0.0,0.0,57,51,1
0.0,0.0,57,51,1
0.0,0.0,57,51,1
0.0,0.0,57,51,1
0.0,0.0,57,51,1
0.0,0.0,57,51,1
0.0,0.0,58,51,1
0.0,0.0,58,51,1
0.0,0.0,58,51,1
0.0,0.0,58,51,1
0.0,0.0,58,51,1
0.0,0.0,58,51,1
0.0,0.0,58,51,1
0.0,0.0,59,51,1
0.0,0.0,59,51,1
0.0,0.0,59,51,1
0.0,0.0,59,51,1
0.0,0.0,59,51,1
0.0,0.0,59,51,1
0.0,0.0,59,51,1
0.0,0.0,60,51,1
0.0,0.0,60,51,1
0.0,0.0,60,51,1
0.0,0.0,60,51,1
0.0,0.0,60,51,1
0.0,0.0,61,51,1
0.0,0.0,61,51,1
0.0,0.0,61,51,1
0.0,0.0,62,51,1
0.0,0.0,62,51,1
0.0,0.0,67,77,2
0.0,0.0,67,78,2
0.0,0.0,74,80,2
0.0,0.0,74,92,2
0.0,0.0,74,91,2
0.0,0.0,74,90,2
0.0,0.0,74,84,2
0.0,0.0,74,83,2
0.0,0.0,74,82,2
0.0,0.0,74,89,2
0.0,0.0,74,88,2
0.0,0.0,74,87,2
0.0,0.0,79,74,1
0.0,0.0,79,74,1
0.0,0.0,79,74,1
0.0,0.0,79,74,1
0.0,0.0,79,74,1
0.0,0.0,79,74,1
0.0,0.0,80,94,2
0.0,0.0,80,101,2
0.0,0.0,80,100,2
0.0,0.0,80,97,2
0.0,0.0,80,96,2
0.0,0.0,80,98,2
0.0,0.0,81,74,1
0.0,0.0,81,74,1
0.0,0.0,81,74,1
0.0,0.0,81,74,1
0.0,0.0,85,74,2
0.0,0.0,85,74,1
0.0,0.0,85,74,1
0.0,0.0,85,74,1
0.0,0.0,86,74,1
0.0,0.0,86,74,1
261.0,0.0,90,90,5
0.0,0.0,93,80,1
0.0,0.0,93,80,1
0.0,0.0,93,80,1
0.0,0.0,93,80,1
0.0,0.0,93,80,1
0.0,0.0,93,80,1
0.0,0.0,93,80,1
0.0,0.0,93,80,1
0.0,0.0,93,80,1
0.0,0.0,93,80,1
0.0,0.0,95,80,2
0.0,0.0,95,102,2
0.0,0.0,95,104,2
0.0,0.0,95,80,1
0.0,0.0,95,80,1
0.0,0.0,95,80,1
0.0,0.0,95,80,1
0.0,0.0,95,80,1
0.0,0.0,95,80,1
0.0,0.0,95,80,1
0.0,0.0,95,80,1
0.0,0.0,95,80,1
0.0,0.0,99,80,1
0.0,0.0,99,80,1
0.0,0.0,99,80,1
0.0,0.0,99,80,1
0.0,0.0,99,80,1
0.0,0.0,99,80,1
0.0,0.0,99,80,1
0.0,0.0,99,80,1
0.0,0.0,103,80,1
0.0,0.0,103,80,1
0.0,0.0,103,80,1
0.0,0.0,103,80,1
0.0,0.0,103,80,1
0.0,0.0,103,80,1
0.0,0.0,104,118,2
0.0,0.0,104,117,2
0.0,0.0,104,116,2
0.0,0.0,104,115,2
0.0,0.0,104,114,2
0.0,0.0,104,113,2
0.0,0.0,104,111,2
0.0,0.0,104,112,2
0.0,0.0,104,110,2
0.0,0.0,104,109,2
0.0,0.0,104,119,2
0.0,0.0,104,130,2
0.0,0.0,104,129,2
0.0,0.0,104,128,2
0.0,0.0,104,126,2
0.0,0.0,104,127,2
0.0,0.0,104,125,2
0.0,0.0,104,123,2
0.0,0.0,104,124,2
0.0,0.0,104,121,2
0.0,0.0,104,122,2
0.0,0.0,104,140,2
0.0,0.0,104,139,2
0.0,0.0,104,138,2
0.0,0.0,104,137,2
0.0,0.0,104,136,2
0.0,0.0,104,135,2
0.0,0.0,104,134,2
0.0,0.0,104,133,2
0.0,0.0,104,132,2
0.0,0.0,104,142,2
0.0,0.0,105,80,1
0.0,0.0,105,80,1
0.0,0.0,105,80,1
0.0,0.0,105,80,1
0.0,0.0,105,80,1
0.0,0.0,106,80,1
0.0,0.0,106,80,1
0.0,0.0,106,80,1
0.0,0.0,106,80,1
0.0,0.0,107,80,1
0.0,0.0,107,80,1
0.0,0.0,108,104,1
0.0,0.0,108,104,1
0.0,0.0,108,104,1
0.0,0.0,108,104,1
0.0,0.0,108,104,1
0.0,0.0,108,104,1
0.0,0.0,108,104,1
0.0,0.0,120,104,1
0.0,0.0,120,104,1
0.0,0.0,120,104,1
0.0,0.0,120,104,1
0.0,0.0,120,104,1
0.0,0.0,131,104,1
0.0,0.0,131,104,1
0.0,0.0,131,104,1
0.0,0.0,131,104,1
0.0,0.0,139,144,2
0.0,0.0,139,143,2
0.0,0.0,139,148,2
0.0,0.0,139,147,2
0.0,0.0,139,146,2
0.0,0.0,139,145,2
0.0,0.0,139,151,2
0.0,0.0,139,150,2
0.0,0.0,139,149,2
0.0,0.0,139,151,1
0.0,0.0,139,151,1
0.0,0.0,139,151,1
0.0,0.0,141,104,1
0.0,0.0,141,104,1
-811.0,0.0,143,143,5
0.0,0.0,151,155,2
0.0,0.0,151,154,2
0.0,0.0,151,153,2
0.0,0.0,152,151,1
0.0,0.0,152,151,1
0.0,0.0,152,151,1
0.0,0.0,156,151,1
0.0,0.0,156,151,1
0.0,0.0,163,170,2
0.0,0.0,163,169,2
0.0,0.0,163,35,2
0.0,0.0,163,34,2
0.0,0.0,163,171,2
0.0,0.0,163,158,2
0.0,0.0,163,172,2
0.0,0.0,163,35,1
0.0,0.0,163,35,1
0.0,0.0,163,35,1
0.0,0.0,165,35,1
0.0,0.0,165,35,1
0.0,0.0,169,176,2
0.0,0.0,169,175,2
0.0,0.0,169,174,2
0.0,0.0,169,179,2
0.0,0.0,169,178,2
0.0,0.0,169,177,2
0.0,0.0,169,185,2
0.0,0.0,169,184,2
0.0,0.0,169,182,2
0.0,0.0,169,183,2
0.0,0.0,169,181,2
0.0,0.0,169,180,2
0.0,0.0,173,169,1
0.0,0.0,173,169,1
-468.0,0.0,184,184,5
0.0,0.0,185,191,2
0.0,0.0,185,196,2
0.0,0.0,186,185,1
0.0,0.0,186,185,1
0.0,0.0,186,185,1
0.0,0.0,186,185,1
0.0,0.0,187,194,2
0.0,0.0,187,193,2
0.0,0.0,187,185,2
0.0,0.0,187,185,1
0.0,0.0,187,185,1
0.0,0.0,187,185,1
0.0,0.0,187,185,1
0.0,0.0,188,185,1
0.0,0.0,188,185,1
0.0,0.0,188,185,1
0.0,0.0,188,185,1
0.0,0.0,189,195,2
0.0,0.0,189,185,2
0.0,0.0,189,185,1
0.0,0.0,189,185,1
0.0,0.0,189,185,1
0.0,0.0,189,185,1
0.0,0.0,190,185,1
0.0,0.0,190,185,1
0.0,0.0,190,185,1
0.0,0.0,192,205,2
0.0,0.0,192,204,2
0.0,0.0,192,202,2
0.0,0.0,192,203,2
0.0,0.0,192,200,2
0.0,0.0,192,201,2
0.0,0.0,192,199,2
0.0,0.0,192,198,2
0.0,0.0,192,206,2
0.0,0.0,192,207,2
0.0,0.0,192,185,1
0.0,0.0,192,185,1
0.0,0.0,197,192,1
0.0,0.0,197,192,1
271.0,46976000.0,203,541,3
0.0,0.0,204,208,2
0.0,0.0,204,216,2
0.0,0.0,204,215,2
0.0,0.0,204,213,2
0.0,0.0,204,214,2
0.0,0.0,204,212,2
0.0,0.0,204,211,2
0.0,0.0,204,210,2
0.0,0.0,204,209,2
358.0,57557000.0,204,204,3
368.0,62039000.0,204,204,3
368.0,71049000.0,204,204,4
368.0,57327000.0,204,204,4
373.0,66874000.0,206,206,4
0.0,0.0,208,217,2
0.0,0.0,218,216,1
0.0,0.0,218,216,1
0.0,0.0,218,216,1
0.0,0.0,218,216,1
0.0,0.0,218,216,1
0.0,0.0,218,216,1
0.0,0.0,218,216,1
0.0,0.0,218,216,1
0.0,0.0,218,216,1
0.0,0.0,218,216,1
0.0,0.0,218,216,1
0.0,0.0,219,216,1
0.0,0.0,219,216,1
0.0,0.0,219,216,1
0.0,0.0,219,216,1
0.0,0.0,219,216,1
0.0,0.0,219,216,1
0.0,0.0,219,216,1
0.0,0.0,219,216,1
0.0,0.0,219,216,1
0.0,0.0,219,216,1
0.0,0.0,219,216,1
0.0,0.0,220,216,1
0.0,0.0,220,216,1
0.0,0.0,220,216,1
0.0,0.0,220,216,1
0.0,0.0,220,216,1
0.0,0.0,220,216,1
0.0,0.0,220,216,1
0.0,0.0,220,216,1
0.0,0.0,220,216,1
0.0,0.0,220,216,1
0.0,0.0,220,216,1
0.0,0.0,221,216,1
0.0,0.0,221,216,1
0.0,0.0,221,216,1
0.0,0.0,221,216,1
0.0,0.0,221,216,1
0.0,0.0,221,216,1
0.0,0.0,221,216,1
0.0,0.0,221,216,1
0.0,0.0,221,216,1
0.0,0.0,221,216,1
0.0,0.0,221,216,1
0.0,0.0,222,216,1
0.0,0.0,222,216,1
0.0,0.0,222,216,1
0.0,0.0,222,216,1
0.0,0.0,222,216,1
0.0,0.0,222,216,1
0.0,0.0,222,216,1
0.0,0.0,222,216,1
0.0,0.0,222,216,1
0.0,0.0,222,216,1
0.0,0.0,222,216,1
0.0,0.0,223,216,2
0.0,0.0,223,230,2
0.0,0.0,223,231,2
0.0,0.0,223,232,2
0.0,0.0,223,237,2
0.0,0.0,223,238,2
0.0,0.0,223,236,2
0.0,0.0,223,235,2
0.0,0.0,223,234,2
0.0,0.0,223,233,2
0.0,0.0,223,216,1
0.0,0.0,223,216,1
0.0,0.0,223,216,1
0.0,0.0,223,216,1
0.0,0.0,223,216,1
0.0,0.0,223,216,1
0.0,0.0,223,216,1
0.0,0.0,223,216,1
0.0,0.0,223,216,1
0.0,0.0,223,216,1
0.0,0.0,223,216,1
0.0,0.0,224,216,1
0.0,0.0,224,216,1
0.0,0.0,224,216,1
0.0,0.0,224,216,1
0.0,0.0,224,216,1
0.0,0.0,224,216,1
0.0,0.0,224,216,1
0.0,0.0,224,216,1
0.0,0.0,224,216,1
0.0,0.0,224,216,1
0.0,0.0,225,216,1
0.0,0.0,225,216,1
0.0,0.0,225,216,1
0.0,0.0,225,216,1
0.0,0.0,225,216,1
0.0,0.0,225,216,1
0.0,0.0,225,216,1
0.0,0.0,225,216,1
0.0,0.0,225,216,1
0.0,0.0,226,216,1
0.0,0.0,226,216,1
0.0,0.0,226,216,1
0.0,0.0,226,216,1
0.0,0.0,226,216,1
0.0,0.0,226,216,1
0.0,0.0,226,216,1
0.0,0.0,227,216,1
0.0,0.0,227,216,1
0.0,0.0,227,216,1
0.0,0.0,227,216,1
0.0,0.0,227,216,1
0.0,0.0,228,216,1
0.0,0.0,228,216,1
0.0,0.0,228,216,1
0.0,0.0,228,216,1
0.0,0.0,229,216,1
0.0,0.0,229,216,1
355.0,0.0,230,230,5
318.0,70241000.0,232,232,4
0.0,0.0,239,232,2
0.0,0.0,239,232,1
0.0,0.0,239,232,1
0.0,0.0,240,236,1
0.0,0.0,240,236,1
0.0,0.0,241,236,1
0.0,0.0,241,236,1
0.0,0.0,242,236,1
0.0,0.0,242,236,1
0.0,0.0,243,236,1
0.0,0.0,243,236,1
0.0,0.0,244,256,2
0.0,0.0,244,255,2
0.0,0.0,244,254,2
0.0,0.0,244,253,2
0.0,0.0,244,252,2
0.0,0.0,244,251,2
0.0,0.0,244,250,2
0.0,0.0,244,236,2
0.0,0.0,244,236,1
0.0,0.0,244,236,1
0.0,0.0,245,236,1
0.0,0.0,245,236,1
0.0,0.0,246,236,1
0.0,0.0,246,236,1
0.0,0.0,247,236,1
0.0,0.0,247,236,1
0.0,0.0,248,236,1
0.0,0.0,248,236,1
0.0,0.0,249,236,2
0.0,0.0,249,236,1
0.0,0.0,249,236,1
0.0,0.0,252,270,2
0.0,0.0,252,258,2
0.0,0.0,252,257,2
0.0,0.0,252,267,2
0.0,0.0,252,266,2
0.0,0.0,252,265,2
0.0,0.0,252,262,2
0.0,0.0,252,263,2
0.0,0.0,252,260,2
0.0,0.0,252,259,2
0.0,0.0,252,261,2
0.0,0.0,264,263,1
0.0,0.0,264,263,1
0.0,0.0,265,276,2
0.0,0.0,265,275,2
0.0,0.0,265,274,2
0.0,0.0,265,273,2
0.0,0.0,265,272,2
0.0,0.0,265,271,2
-618.0,65744000.0,266,266,4
0.0,0.0,268,267,1
0.0,0.0,268,267,1
0.0,0.0,269,267,1
0.0,0.0,269,267,1
0.0,0.0,273,280,2
0.0,0.0,273,279,2
0.0,0.0,273,277,2
0.0,0.0,273,278,2
0.0,0.0,273,288,2
0.0,0.0,273,289,2
0.0,0.0,273,287,2
0.0,0.0,281,273,1
0.0,0.0,281,273,1
0.0,0.0,281,273,1
0.0,0.0,281,273,1
0.0,0.0,282,273,1
0.0,0.0,282,273,1
0.0,0.0,282,273,1
0.0,0.0,282,273,1
0.0,0.0,283,273,1
0.0,0.0,283,273,1
0.0,0.0,283,273,1
0.0,0.0,283,273,1
0.0,0.0,284,273,1
0.0,0.0,284,273,1
0.0,0.0,284,273,1
0.0,0.0,284,273,1
0.0,0.0,285,273,1
0.0,0.0,285,273,1
0.0,0.0,285,273,1
0.0,0.0,285,273,1
0.0,0.0,286,273,1
0.0,0.0,286,273,1
0.0,0.0,286,273,1
0.0,0.0,286,273,1
0.0,0.0,290,273,1
0.0,0.0,290,273,1
0.0,0.0,290,273,1
0.0,0.0,291,273,1
0.0,0.0,291,273,1
0.0,0.0,292,284,1
0.0,0.0,292,284,1
0.0,0.0,292,284,1
0.0,0.0,293,284,1
0.0,0.0,293,284,1
0.0,0.0,293,284,1
0.0,0.0,294,284,1
0.0,0.0,294,284,1
0.0,0.0,294,284,1
0.0,0.0,295,284,1
0.0,0.0,295,284,1
0.0,0.0,295,284,1
0.0,0.0,296,284,1
0.0,0.0,296,284,1
0.0,0.0,296,284,1
0.0,0.0,297,311,2
0.0,0.0,297,310,2
0.0,0.0,297,309,2
0.0,0.0,297,308,2
0.0,0.0,297,326,2
0.0,0.0,297,325,2
0.0,0.0,297,324,2
0.0,0.0,297,320,2
0.0,0.0,297,319,2
0.0,0.0,297,332,2
0.0,0.0,297,331,2
0.0,0.0,297,330,2
0.0,0.0,297,329,2
0.0,0.0,297,345,2
0.0,0.0,297,344,2
0.0,0.0,297,343,2
0.0,0.0,297,342,2
0.0,0.0,297,341,2
0.0,0.0,297,340,2
0.0,0.0,297,339,2
0.0,0.0,297,338,2
0.0,0.0,297,337,2
0.0,0.0,297,336,2
0.0,0.0,297,335,2
0.0,0.0,297,284,1
0.0,0.0,297,284,1
0.0,0.0,297,284,1
0.0,0.0,297,310,1
0.0,0.0,297,311,1
0.0,0.0,297,310,1
0.0,0.0,297,311,1
0.0,0.0,297,310,1
0.0,0.0,297,311,1
0.0,0.0,297,310,1
0.0,0.0,297,330,1
0.0,0.0,297,330,1
0.0,0.0,297,335,1
0.0,0.0,297,330,1
0.0,0.0,297,335,1
0.0,0.0,297,330,1
0.0,0.0,297,335,1
0.0,0.0,297,330,1
0.0,0.0,297,335,1
0.0,0.0,297,330,1
0.0,0.0,297,335,1
0.0,0.0,298,306,2
0.0,0.0,298,307,2
0.0,0.0,298,318,2
0.0,0.0,298,328,2
0.0,0.0,298,327,2
0.0,0.0,298,334,2
0.0,0.0,298,333,2
0.0,0.0,298,284,1
0.0,0.0,298,284,1
0.0,0.0,298,284,1
0.0,0.0,299,284,1
0.0,0.0,299,284,1
0.0,0.0,299,284,1
0.0,0.0,300,284,1
0.0,0.0,300,284,1
0.0,0.0,300,284,1
0.0,0.0,301,284,1
0.0,0.0,301,284,1
0.0,0.0,301,284,1
0.0,0.0,302,284,1
0.0,0.0,302,284,1
0.0,0.0,302,284,1
0.0,0.0,303,284,1
0.0,0.0,303,284,1
0.0,0.0,303,284,1
0.0,0.0,304,284,1
0.0,0.0,304,284,1
0.0,0.0,304,284,1
0.0,0.0,305,284,1
0.0,0.0,305,284,1
0.0,0.0,312,296,1
0.0,0.0,312,296,1
0.0,0.0,312,296,1
0.0,0.0,312,296,1
0.0,0.0,312,296,1
0.0,0.0,312,296,1
0.0,0.0,312,296,1
0.0,0.0,313,296,1
0.0,0.0,313,296,1
0.0,0.0,313,296,1
0.0,0.0,313,296,1
0.0,0.0,313,296,1
0.0,0.0,313,296,1
0.0,0.0,313,296,1
0.0,0.0,314,296,1
0.0,0.0,314,296,1
0.0,0.0,314,296,1
0.0,0.0,314,296,1
0.0,0.0,314,296,1
0.0,0.0,314,296,1
0.0,0.0,315,296,1
0.0,0.0,315,296,1
0.0,0.0,315,296,1
0.0,0.0,315,296,1
0.0,0.0,315,296,1
0.0,0.0,316,296,1
0.0,0.0,316,296,1
0.0,0.0,316,296,1
0.0,0.0,316,296,1
0.0,0.0,317,296,1
0.0,0.0,317,296,1
0.0,0.0,317,296,1
0.0,0.0,321,311,1
0.0,0.0,321,311,1
0.0,0.0,322,310,1
0.0,0.0,322,310,1
0.0,0.0,322,310,1
0.0,0.0,323,310,1
0.0,0.0,323,310,1
0.0,0.0,329,356,2
0.0,0.0,329,355,2
0.0,0.0,329,354,2
0.0,0.0,329,353,2
0.0,0.0,329,352,2
0.0,0.0,329,351,2
0.0,0.0,346,335,1
0.0,0.0,346,335,1
0.0,0.0,346,335,1
0.0,0.0,346,335,1
0.0,0.0,346,335,1
0.0,0.0,347,335,1
0.0,0.0,347,335,1
0.0,0.0,347,335,1
0.0,0.0,347,335,1
0.0,0.0,348,335,1
0.0,0.0,348,335,1
0.0,0.0,348,335,1
0.0,0.0,349,335,1
0.0,0.0,349,335,1
0.0,0.0,350,335,1
0.0,0.0,353,362,2
0.0,0.0,353,361,2
0.0,0.0,353,360,2
0.0,0.0,353,359,2
0.0,0.0,353,358,2
0.0,0.0,353,357,2
0.0,0.0,353,366,2
0.0,0.0,353,365,2
0.0,0.0,353,364,2
0.0,0.0,353,363,2
373.0,81748000.0,359,359,3
0.0,0.0,360,367,2
0.0,0.0,360,368,2
0.0,0.0,360,372,2
0.0,0.0,360,371,2
0.0,0.0,360,370,2
0.0,0.0,360,369,2
367.0,80127000.0,360,360,4
373.0,52663000.0,360,360,4
373.0,79782000.0,360,360,4
369.0,85576000.0,362,362,4
117.0,85888000.0,366,366,4
